id,tipo,bairro,area_lote,area_interna,salas,suites,quartos,vagas,preco
397,apartamento,Parque do Mirante,0.0,100.64,2,1,3,2,930000.0
398,casa,Parque do Mirante,675.0,525.0,2,2,4,8,2500000.0
399,casa,Estância dos Ipês,600.0,495.0,2,4,4,4,3900000.0
400,sobrado,Nossa Senhora da Abadia,270.0,260.0,3,3,5,5,700000.0
401,apartamento,Mercês,0.0,200.0,2,1,3,2,800000.0
402,casa,Mercês,900.0,700.0,3,3,4,6,3950000.0
403,casa,Residencial Mário de Almeida Franco,486.54,280.0,2,4,4,4,2200000.0
404,apartamento,Santa Maria,0.0,263.21,2,3,3,2,1350000.0
405,casa,Estados Unidos,1093.5,528.78,3,4,5,2,
406,apartamento,Fabrício,0.0,78.0,1,1,3,1,320000.0
407,casa,Vila Olímpica,300.0,182.0,2,1,3,3,850000.0
408,casa,Residencial Mário de Almeida Franco,682.0,250.0,1,3,3,5,1700000.0
409,apartamento,Quinta Boa Esperança,0.0,72.0,1,1,2,2,410000.0
410,casa,Nossa Senhora da Abadia,460.0,190.0,2,2,4,2,1000000.0
411,casa,Quinta Boa Esperança,320.0,312.0,3,2,3,4,1100000.0
412,terreno,Cidade Jardim,280.0,0.0,0,0,0,0,225000.0
413,lote,Recreio dos Bandeirantes,888.0,0.0,0,0,0,0,2100000.0
414,lote,Recreio dos Bandeirantes,458.0,0.0,0,0,0,0,900000.0
415,casa,Olinda,324.0,250.0,2,3,3,2,850000.0
416,lote,Cyrela Landscape,482.2,0.0,0,0,0,0,450000.0
417,casa,Nossa Senhora da Abadia,400.0,300.69,2,2,4,4,850000.0
418,casa,Jardim do Lago,360.0,277.0,1,4,4,4,1500000.0
419,casa,Boa Vista,400.0,260.0,2,2,3,3,1000000.0
420,casa,Parque das Laranjeiras,276.93,150.0,1,1,3,3,640000.0
421,apartamento,Irmãos Soares,0.0,112.0,2,1,3,1,290000.0
422,terreno,Damha Residencial Uberaba III,420.32,0.0,0,0,0,0,620000.0
423,terreno,Loteamento Residencial Damha Fit,250.0,0.0,0,0,0,1,200000.0
424,apartamento,Mercês,0.0,156.0,2,3,3,2,1200000.0
425,apartamento,Estados Unidos,0.0,100.0,1,1,3,2,480000.0
426,casa,Parque das Laranjeiras,255.0,252.0,1,3,3,2,650000.0
427,terreno,Parque das Laranjeiras,250.0,0.0,0,0,0,0,135000.0
428,terreno,Estância dos Ipês,330.0,0.0,0,0,0,0,380000.0
429,excelente,Estância dos Ipês,336.0,0.0,0,0,0,0,380000.0
430,casa,Jardim Nenê Gomes,250.0,180.0,1,1,3,4,650000.0
431,apartamento,Mercês,0.0,180.41,1,1,3,2,580000.0
432,apartamento,Santa Maria,0.0,55.0,1,0,2,1,190000.0
433,excelente,Residencial Estados Unidos,250.0,166.64,2,1,4,2,550000.0
434,apartamento,Jardim do Lago,0.0,127.0,1,3,3,2,1350000.0
435,apartamento,Jardim Alexandre Campos,0.0,211.3,3,3,3,2,700000.0
436,casa,Estância dos Ipês,300.0,185.0,1,3,4,4,1600000.0
437,terreno,Cyrela Landscape II (Residencial Vitória),433.0,0.0,0,0,0,0,324000.0
438,terreno,Cyrela Landscape II (Residencial Vitória),591.0,0.0,0,0,0,0,443000.0
439,terreno,Cyrela Landscape II (Residencial Vitória),787.0,0.0,0,0,0,0,590000.0
440,terreno,Cyrela Landscape II (Residencial Vitória),459.0,0.0,0,0,0,0,344000.0
441,terreno,Cyrela Landscape II (Residencial Vitória),617.0,0.0,0,0,0,0,463000.0
442,terreno,Cyrela Landscape II (Residencial Vitória),642.0,0.0,0,0,0,0,481000.0
443,terreno,Cyrela Landscape II (Residencial Vitória),540.0,0.0,0,0,0,0,405000.0
444,casa,Jardim São Bento,336.0,250.0,2,2,3,2,890000.0
445,apartamento,Santa Maria,0.0,180.0,1,3,3,3,1200000.0
446,lote,Cyrela Landscape,442.0,0.0,0,0,0,0,380000.0
447,apartamento,Jardim do Lago,0.0,200.0,1,3,3,3,2200000.0
448,casa,Cyrela Landscape,467.04,335.05,1,4,4,4,2600000.0
449,apartamento,Nossa Senhora da Abadia,0.0,186.0,1,1,3,2,450000.0
450,terreno,Universitário,880.0,0.0,0,0,0,0,700000.0
451,terreno,Santa Maria,1280.0,0.0,0,0,0,0,1500000.0
452,apartamento,São Benedito,0.0,55.0,1,0,3,1,230000.0
453,casa,Santa Maria,891.9,529.47,2,1,3,5,900000.0
454,casa,Conjunto Manoel Mendes,200.0,194.0,2,2,3,0,380000.0
455,casa,Damha Residencial Uberaba II,447.0,310.0,3,4,4,2,3500000.0
456,apartamento,Santa Maria,0.0,210.0,1,1,3,2,1200000.0
457,casa,Damha Residencial Uberaba II,475.28,450.0,2,4,4,2,4000000.0
458,casa,Jardim do Lago,360.0,300.0,2,3,3,4,2000000.0
459,casa,Oneida Mendes,200.0,68.0,1,0,2,2,270000.0
460,apartamento,Santos Dumont,0.0,111.0,1,1,3,1,350000.0
461,apartamento,Mercês,0.0,175.0,3,1,3,2,600000.0
462,apartamento,Irmãos Soares,0.0,140.0,2,3,3,1,430000.0
463,casa,Leblon,300.0,133.6,1,1,3,2,450000.0
464,apartamento,Mercês,0.0,200.0,2,3,3,3,2000000.0
465,casa,Residencial Presidente Tancredo Neves,265.0,69.0,1,1,3,3,470000.0
466,terreno,Jockey Park,450.0,0.0,0,0,0,0,350000.0
467,casa,Parque das Laranjeiras,255.0,166.15,1,3,3,6,850000.0
468,apartamento,Nossa Senhora da Abadia,0.0,56.0,1,1,2,1,420000.0
469,sobrado,Centro,313.1,303.01,1,1,3,1,950000.0
470,apartamento,São Benedito,0.0,108.57,0,0,0,1,320000.0
471,casa,Dom Eduardo,250.95,165.66,1,1,3,2,750000.0
472,apartamento,Mercês,0.0,267.82,3,2,4,3,1100000.0
473,casa,Vila Celeste,397.7,306.0,2,2,4,2,950000.0
474,apartamento,Santa Maria,0.0,64.0,1,2,2,0,450000.0
475,terreno,Parque dos Buritis II,200.0,0.0,1,1,3,0,140000.0
476,terreno,Nossa Senhora da Abadia,874.0,0.0,0,0,0,0,900000.0
477,apartamento,Santa Maria,0.0,81.0,1,1,3,2,500000.0
478,casa,Conjunto Frei Eugênio,185.0,300.0,1,2,4,4,860000.0
479,casa,Condomínio Terra Nova,143.0,125.0,2,1,3,1,495000.0
480,apartamento,São Sebastião,0.0,308.0,1,3,3,3,800000.0
481,casa,Damha Residencial Uberaba I,430.0,250.0,1,4,4,6,3200000.0
482,apartamento,Santa Maria,0.0,56.0,1,1,2,1,570000.0
483,terreno,Brahman I,250.0,0.0,0,0,0,0,250000.0
484,apartamento,Santa Maria,0.0,162.0,2,1,3,2,700000.0
485,casas,Cyrela Landscape II (Residencial Vitória),405.0,300.0,2,3,3,4,2500000.0
486,terreno,Estância dos Ipês,300.0,0.0,0,0,0,0,350000.0
487,duplex,Mercês,0.0,376.0,3,4,4,4,2500000.0
488,terreno,Brahman I,250.0,0.0,0,0,0,0,250000.0
489,casa,Dom Eduardo,250.0,190.0,1,3,3,4,920000.0
490,casa,Nossa Senhora da Abadia,280.0,340.0,3,2,4,2,1200000.0
491,terreno,Brahman I,250.0,0.0,0,0,0,0,250000.0
492,apartamento,Jardim do Lago,0.0,50.0,1,1,2,2,350000.0
493,terreno,Parque das Laranjeiras,548.91,0.0,0,0,0,0,440000.0
494,lote,Estância dos Ipês,300.0,0.0,0,0,0,0,360000.0
495,terreno,Parque das Laranjeiras II,250.0,0.0,0,0,0,0,135000.0
496,terreno,Parque das Laranjeiras,475.0,0.0,0,0,0,0,335000.0
497,linda,Estância dos Ipês,300.0,201.0,1,2,3,4,1400000.0
498,casa,Jardim do Lago,360.0,315.0,3,4,4,4,1590000.0
499,apresentamos,Damha Residencial Uberaba II,399.3,323.53,2,4,4,4,2800000.0
500,terreno,Estância dos Ipês,300.0,0.0,0,0,0,0,360000.0
501,terreno,Estância dos Ipês,360.0,0.0,0,0,0,0,360000.0
502,terreno,Condomínio Ayat Club Residence II,250.0,0.0,0,0,0,0,240000.0
503,casa,São Benedito,410.0,284.56,2,1,4,3,1050000.0
504,casa,Jardim Induberaba,324.0,239.7,2,2,4,4,790000.0
505,apartamento,Vila Maria Helena,0.0,100.0,2,1,3,2,490000.0
506,lote,Estância dos Ipês,348.29,0.0,0,0,0,0,452780.0
507,luxuosa,Damha Residencial Uberaba III,387.5,314.98,1,4,4,0,3200000.0
508,terreno,Damha Residencial Uberaba III,415.25,0.0,0,0,0,0,420000.0
509,terreno,Condomínio Ayat Club Residence II,250.0,0.0,0,0,0,0,230000.0
510,terreno,Condomínio Ayat Club Residence II,250.0,0.0,0,0,0,0,260000.0
511,terreno,Residencial Mário de Almeida Franco,1880.0,0.0,0,0,0,0,700000.0
512,apartamento,Santa Maria,0.0,103.48,1,1,3,2,620000.0
513,apartamento,Nossa Senhora da Abadia,0.0,89.0,1,1,2,1,370000.0
514,casa,Parque das Laranjeiras II,300.0,152.6,1,1,2,4,480000.0
515,apartamento,Estados Unidos,0.0,76.0,1,2,2,2,530000.0
516,apartamento,Santa Maria,0.0,72.0,1,1,2,1,390000.0
517,apartamento,Estados Unidos,0.0,118.0,1,3,3,2,850000.0
518,terreno,Condomínio Ayat Club Residence II,250.0,0.0,0,0,0,0,260000.0
519,terreno,Condomínio Ayat Club Residence II,250.0,0.0,0,0,0,0,260000.0
520,apartamento,Vila Celeste,0.0,148.0,1,1,3,1,390000.0
521,casa,Santa Maria,480.0,340.0,2,2,4,5,1600000.0
522,lote,Residencial Jardins,250.0,0.0,0,0,0,0,290000.0
523,terreno,Brahman I,250.0,0.0,0,0,0,0,230000.0
524,casa,Estados Unidos,336.0,221.0,1,1,3,2,840000.0
525,apartamento,Estados Unidos,0.0,70.0,1,1,2,2,430000.0
526,casa,Residencial Mário de Almeida Franco,680.0,333.0,2,3,3,4,2600000.0
527,apartamento,Nossa Senhora da Abadia,0.0,76.0,1,1,2,1,450000.0
528,terreno,Damha Residencial Uberaba III,400.4,0.0,0,0,0,0,480000.0
529,lote,Residencial Jardins,504.77,0.0,0,0,0,0,550000.0
530,casa,Damha Residencial Uberaba I,429.0,240.0,2,3,4,4,1950000.0
531,apartamento,Nossa Senhora da Abadia,0.0,70.0,1,1,2,1,400000.0
532,casa,Residencial Mário de Almeida Franco,1500.0,420.0,2,4,5,4,3000000.0
533,casa,Parque dos Buritis II,200.0,127.0,1,1,3,2,799000.0
534,terreno,Parque das Laranjeiras,250.0,0.0,0,0,0,0,160000.0
535,terreno,Jockey Park,1189.02,0.0,0,0,0,0,535000.0
536,terreno,Conjunto Pontal,275.0,0.0,0,0,0,0,190000.0
537,lote,Damha Residencial Uberaba III,394.84,0.0,0,0,0,0,450000.0
538,terreno,Jardim Alexandre Campos,274.0,157.25,0,0,0,0,330000.0
539,casa,Residencial Mário de Almeida Franco,960.0,220.0,2,4,4,4,1250000.0
540,casa,Conjunto Manoel Mendes,200.0,159.35,2,2,5,2,450000.0
541,terreno,Damha Residencial Uberaba I,481.17,0.0,0,0,0,0,750000.0
542,terreno,Parque das Laranjeiras,250.0,0.0,0,0,0,0,140000.0
543,casa,Portal Beija Flor,200.0,150.0,1,1,3,2,730000.0
544,casa,Residencial Palmeiras,270.0,190.0,2,1,2,2,435000.0
545,terreno,Parque das Laranjeiras II,250.0,0.0,0,0,0,0,160000.0
546,terreno,Parque das Laranjeiras II,250.0,0.0,0,0,0,0,160000.0
547,apartamento,São Benedito,0.0,128.29,2,3,3,2,1300000.0
548,lote,Parque do Mirante,200.0,0.0,0,0,0,0,450000.0
549,terreno,Residencial Mário de Almeida Franco,1880.0,0.0,0,0,0,0,750000.0
550,casa,Olinda,360.0,298.0,3,2,4,4,880000.0
551,apartamento,Fabrício,0.0,140.0,1,1,3,3,700000.0
552,terreno,Brahman I,250.0,0.0,0,0,0,0,230000.0
553,terreno,Brahman I,250.0,0.0,0,0,0,0,230000.0
554,terreno,Brahman I,250.0,0.0,0,0,0,0,230000.0
555,casa,BeijaFlor II,248.0,158.0,2,1,3,2,380000.0
556,casa,Parque das Laranjeiras,250.0,182.0,1,1,3,1,620000.0
557,apartamento,São Benedito,0.0,148.0,2,3,3,3,730000.0
558,apartamento,Santa Maria,0.0,108.0,1,1,3,2,550000.0
559,casa,Parque das Laranjeiras II,250.0,130.0,1,1,3,2,530000.0
560,lote,Loteamento Residencial Damha Fit,280.0,0.0,0,0,0,0,260000.0
561,apartamento,Jardim do Lago,0.0,52.0,1,1,2,1,450000.0
562,casa,Conjunto Frei Eugênio,325.0,195.0,1,2,3,3,750000.0
563,apartamento,Quinta Boa Esperança,0.0,45.0,1,0,2,1,275000.0
564,terreno,Parque do Mirante,397.0,0.0,0,0,0,0,450000.0
565,lote,Parque do Mirante,402.0,0.0,0,0,0,0,450000.0
566,lote,Parque do Mirante,214.0,0.0,0,0,0,0,450000.0
567,lote,Loteamento Residencial Damha Fit,280.0,0.0,0,0,0,0,285000.0
568,lote,Olinda,360.0,0.0,0,0,0,0,270000.0
569,terreno,Estância dos Ipês,360.0,360.0,0,0,0,0,550000.0
570,terreno,Damha Residencial Uberaba III,387.5,0.0,0,0,0,0,400000.0
571,lote,Damha Residencial Uberaba III,490.0,0.0,0,0,0,0,610000.0
572,casa,Residencial Budeus,0.0,350.0,3,4,4,4,2100000.0
573,lote,Loteamento Residencial Damha Fit,250.0,0.0,0,0,0,0,220000.0
574,lote,Cyrela Landscape,470.0,0.0,0,0,0,0,430000.0
575,terreno,Loteamento Residencial Damha Fit,257.5,0.0,0,0,0,0,180000.0
576,casa,Jardim São Bento,635.39,267.98,2,3,4,3,1200000.0
577,lote,Residencial Jardins,250.0,0.0,0,0,0,0,310000.0
